proprietary_name,ndc_package_code,strength,dosage_form,route,appl_no,labeler_name,product_ndc,nonproprietary_name,substance_name,product_type_name,start_marketing_date,end_marketing_date,market_category,package_description,pharm_class,dea,sample_package,listing_record_certified_through,ndc,drug_name,bup_strength_clean
Hydrocodone Bitartrate and Acetaminophen,60687-407-01,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA210211,American Health Packaging,60687-407,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,03/21/2019,N/A,ANDA,"100 BLISTER PACK in 1 BOX, UNIT-DOSE (60687-407-01)  / 1 TABLET in 1 BLISTER PACK (60687-407-11)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60687040701,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,60687-417-71,"325 mg/15mL,                         7.5  mg/15mL",SOLUTION,ORAL,ANDA211023,American Health Packaging,60687-417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,06/19/2019,N/A,ANDA,"5 TRAY in 1 CASE (60687-417-71)  / 10 CUP, UNIT-DOSE in 1 TRAY (60687-417-50)  / 15 mL in 1 CUP, UNIT-DOSE (60687-417-44)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60687041771,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,60687-418-01,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA210211,American Health Packaging,60687-418,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,03/22/2019,N/A,ANDA,"100 BLISTER PACK in 1 BOX, UNIT-DOSE (60687-418-01)  / 1 TABLET in 1 BLISTER PACK (60687-418-11)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60687041801,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-353-01,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-353,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (40032-353-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035301,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-358-03,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-358,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,30 TABLET in 1 BOTTLE (40032-358-03),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035803,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-358-10,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-358,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,1000 TABLET in 1 BOTTLE (40032-358-10),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035810,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,67296-1579-6,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA202214,"RedPharm Drug, Inc.",67296-1579,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,01/01/2018,N/A,ANDA,6 TABLET in 1 BOTTLE (67296-1579-6),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,67296157906,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-838-12,"325 mg/1,                         2.5  mg/1",TABLET,ORAL,ANDA040148,Proficient Rx LP,63187-838,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/01/2017,N/A,ANDA,"12 TABLET in 1 BOTTLE, PLASTIC (63187-838-12)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187083812,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-838-90,"325 mg/1,                         2.5  mg/1",TABLET,ORAL,ANDA040148,Proficient Rx LP,63187-838,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/01/2017,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (63187-838-90)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187083890,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-353-05,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-353,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (40032-353-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035305,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-358-01,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-358,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (40032-358-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035801,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-375-15,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA201013,Proficient Rx LP,63187-375,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,09/01/2016,N/A,ANDA,15 TABLET in 1 BOTTLE (63187-375-15),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187037515,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,61919-828-30,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Direct_Rx,61919-828,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,08/21/2019,N/A,ANDA,30 TABLET in 1 BOTTLE (61919-828-30),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,61919082830,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,61919-828-60,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Direct_Rx,61919-828,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,08/21/2019,N/A,ANDA,60 TABLET in 1 BOTTLE (61919-828-60),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,61919082860,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,61919-828-90,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Direct_Rx,61919-828,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,08/21/2019,N/A,ANDA,90 TABLET in 1 BOTTLE (61919-828-90),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,61919082890,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,0406-0125-60,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040400,SpecGx LLC,0406-0125,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,07/26/2000,N/A,ANDA,60 TABLET in 1 BOTTLE (0406-0125-60),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406012560,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,0406-0125-62,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040400,SpecGx LLC,0406-0125,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,07/26/2000,N/A,ANDA,100 TABLET in 1 BLISTER PACK (0406-0125-62),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406012562,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,0406-0125-90,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040400,SpecGx LLC,0406-0125,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,07/26/2000,N/A,ANDA,90 TABLET in 1 BOTTLE (0406-0125-90),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406012590,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,0406-0376-01,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0376,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,100 TABLET in 1 BOTTLE (0406-0376-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037601,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0376-05,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0376,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (0406-0376-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037605,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0376-23,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0376,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,1 TABLET in 1 BLISTER PACK (0406-0376-23),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037623,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0376-62,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0376,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,10 BLISTER PACK in 1 CARTON (0406-0376-62)  / 10 TABLET in 1 BLISTER PACK,"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037662,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0377-01,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0377,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,100 TABLET in 1 BOTTLE (0406-0377-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037701,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0377-05,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0377,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (0406-0377-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037705,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0377-23,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0377,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,1 TABLET in 1 BLISTER PACK (0406-0377-23),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037723,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0377-62,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0377,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,10 BLISTER PACK in 1 CARTON (0406-0377-62)  / 10 TABLET in 1 BLISTER PACK,"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037762,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0378-01,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0378,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,100 TABLET in 1 BOTTLE (0406-0378-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037801,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0378-05,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0378,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (0406-0378-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037805,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0378-23,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0378,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,1 TABLET in 1 BLISTER PACK (0406-0378-23),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037823,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,0406-0378-62,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206718,SpecGx LLC,0406-0378,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,03/31/2017,N/A,ANDA,10 BLISTER PACK in 1 CARTON (0406-0378-62)  / 10 TABLET in 1 BLISTER PACK,"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,00406037862,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,72865-201-01,"325 mg/1,                         2.5  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-201,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,100 TABLET in 1 BOTTLE (72865-201-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020101,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-202-01,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-202,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,100 TABLET in 1 BOTTLE (72865-202-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020201,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-202-05,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-202,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,500 TABLET in 1 BOTTLE (72865-202-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020205,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-203-01,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-203,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,100 TABLET in 1 BOTTLE (72865-203-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020301,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-203-05,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-203,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,500 TABLET in 1 BOTTLE (72865-203-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020305,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-204-01,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-204,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,100 TABLET in 1 BOTTLE (72865-204-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020401,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,72865-204-05,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA211487,"XLCare Pharmaceuticals, Inc.",72865-204,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2020,N/A,ANDA,500 TABLET in 1 BOTTLE (72865-204-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72865020405,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-658-12,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA201013,Proficient Rx LP,63187-658,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,03/03/2021,N/A,ANDA,12 TABLET in 1 BOTTLE (63187-658-12),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187065812,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63629-2468-1,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,63629-2468,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (63629-2468-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2024,63629246801,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63629-2469-1,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,63629-2469,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (63629-2469-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63629246901,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63629-2470-1,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,63629-2470,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (63629-2470-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63629247001,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63629-2471-1,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,63629-2471,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (63629-2471-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63629247101,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-120-20,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040746,Proficient Rx LP,63187-120,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,01/01/2019,N/A,ANDA,20 TABLET in 1 BOTTLE (63187-120-20),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187012020,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-351-03,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-351,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,30 TABLET in 1 BOTTLE (40032-351-03),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035103,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-351-05,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-351,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (40032-351-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035105,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-352-05,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-352,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (40032-352-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035205,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-357-01,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-357,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (40032-357-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035701,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-357-03,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-357,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,30 TABLET in 1 BOTTLE (40032-357-03),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035703,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63304-497-01,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040826,"Sun Pharmaceutical Industries, Inc.",63304-497,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/31/2018,N/A,ANDA,100 TABLET in 1 BOTTLE (63304-497-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63304049701,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,42858-203-01,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202991,Rhodes Pharmaceuticals L.P.,42858-203,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (42858-203-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,42858020301,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,76420-133-30,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,"Asclemed USA, Inc.",76420-133,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/16/2020,N/A,ANDA,30 TABLET in 1 BOTTLE (76420-133-30),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,76420013330,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,76420-257-30,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA202991,"Asclemed USA, Inc.",76420-257,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/20/2022,N/A,ANDA,30 TABLET in 1 BOTTLE (76420-257-30),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,76420025730,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,76420-257-60,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA202991,"Asclemed USA, Inc.",76420-257,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/20/2022,N/A,ANDA,60 TABLET in 1 BOTTLE (76420-257-60),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,76420025760,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,76420-257-90,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA202991,"Asclemed USA, Inc.",76420-257,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/20/2022,N/A,ANDA,90 TABLET in 1 BOTTLE (76420-257-90),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,76420025790,Hydrocodone,325
